v,Indent,Zr_at,Nb_at,Mo_at,Ti_at,Cr_at,Zr_m,Nb_m,Mo_m,Ti_m,Cr_m,E_GPa,H_GPa,CI,IQ,XRD
data_146,grad7-CrMo measure 7 indent 1,7.45,8.58,32.37,0.0,51.6,9.35,10.97,42.74,0.0,36.93,269.37771960302405,16.67567150564166,0.0225915,39007.14,1.0
data_147,grad7-CrMo measure 7 indent 2,7.45,8.58,32.37,0.0,51.6,9.35,10.97,42.74,0.0,36.93,270.6565775622626,16.541838158223914,0.0225915,39007.14,1.0
data_148,grad7-CrMo measure 7 indent 3,7.45,8.58,32.37,0.0,51.6,9.35,10.97,42.74,0.0,36.93,274.2425997056031,17.58158480593741,0.0225915,39007.14,1.0
data_149,grad7-CrMo measure 7 indent 4,7.45,8.58,32.37,0.0,51.6,9.35,10.97,42.74,0.0,36.93,269.00209908187,17.522827016497416,0.0225915,39007.14,1.0
data_150,grad7-CrMo measure 7 indent 5,7.45,8.58,32.37,0.0,51.6,9.35,10.97,42.74,0.0,36.93,261.6216907390744,16.581487684633277,0.0225915,39007.14,1.0
data_151,grad7-CrMo measure 8 indent 1,8.28,9.73,31.73,0.0,50.26,10.32,12.35,41.61,0.0,35.72,275.0988745271313,17.51238249804753,0.02368094,38418.86,1.0
data_152,grad7-CrMo measure 8 indent 2,8.28,9.73,31.73,0.0,50.26,10.32,12.35,41.61,0.0,35.72,261.4180152203671,17.77896484674018,0.02368094,38418.86,1.0
data_153,grad7-CrMo measure 8 indent 3,8.28,9.73,31.73,0.0,50.26,10.32,12.35,41.61,0.0,35.72,255.6110879292085,16.31149220321039,0.02368094,38418.86,1.0
data_154,grad7-CrMo measure 8 indent 4,8.28,9.73,31.73,0.0,50.26,10.32,12.35,41.61,0.0,35.72,259.555550141416,17.37067466217604,0.02368094,38418.86,1.0
data_155,grad7-CrMo measure 8 indent 5,8.28,9.73,31.73,0.0,50.26,10.32,12.35,41.61,0.0,35.72,272.9651849536858,17.500379507768393,0.02368094,38418.86,1.0
data_156,grad7-CrMo measure 9 indent 1,9.25,11.05,31.44,0.0,48.26,11.4,13.89,40.78,0.0,33.93,252.91214948363663,17.953477635647296,0.0147478,35343.68,0
data_157,grad7-CrMo measure 9 indent 2,9.25,11.05,31.44,0.0,48.26,11.4,13.89,40.78,0.0,33.93,259.43864822095696,16.782160922903184,0.0147478,35343.68,0
data_158,grad7-CrMo measure 9 indent 3,9.25,11.05,31.44,0.0,48.26,11.4,13.89,40.78,0.0,33.93,263.76770790923183,16.836851071505563,0.0147478,35343.68,0
data_159,grad7-CrMo measure 9 indent 4,9.25,11.05,31.44,0.0,48.26,11.4,13.89,40.78,0.0,33.93,261.60356294603116,18.08635249943433,0.0147478,35343.68,0
data_160,grad7-CrMo measure 9 indent 5,9.25,11.05,31.44,0.0,48.26,11.4,13.89,40.78,0.0,33.93,247.86095582078096,17.52763098226023,0.0147478,35343.68,0
data_161,grad7-CrMo measure 10 indent 1,10.52,12.55,30.72,0.0,46.21,12.83,15.59,39.43,0.0,32.14,182.23471045382828,13.13335879357125,0.0147478,35343.68,0
data_162,grad7-CrMo measure 10 indent 2,10.52,12.55,30.72,0.0,46.21,12.83,15.59,39.43,0.0,32.14,186.65323571792712,12.607656314195026,0.0147478,35343.68,0
data_163,grad7-CrMo measure 10 indent 3,10.52,12.55,30.72,0.0,46.21,12.83,15.59,39.43,0.0,32.14,178.23757138380196,12.904087853410845,0.0147478,35343.68,0
data_164,grad7-CrMo measure 10 indent 4,10.52,12.55,30.72,0.0,46.21,12.83,15.59,39.43,0.0,32.14,184.88500230094888,12.963278178890183,0.0147478,35343.68,0
data_165,grad7-CrMo measure 10 indent 5,10.52,12.55,30.72,0.0,46.21,12.83,15.59,39.43,0.0,32.14,185.49710641552363,12.945219497700503,0.0147478,35343.68,0
data_166,grad7-CrMo measure 11 indent 1,11.78,14.33,29.88,0.0,44.0,14.22,17.61,37.92,0.0,30.26,191.25296902041782,12.881711645190041,0.0147478,35343.68,0
data_167,grad7-CrMo measure 11 indent 2,11.78,14.33,29.88,0.0,44.0,14.22,17.61,37.92,0.0,30.26,182.64205629135398,13.064192952815148,0.0147478,35343.68,0
data_168,grad7-CrMo measure 11 indent 3,11.78,14.33,29.88,0.0,44.0,14.22,17.61,37.92,0.0,30.26,188.6543591453858,12.760328473386046,0.0147478,35343.68,0
data_169,grad7-CrMo measure 11 indent 4,11.78,14.33,29.88,0.0,44.0,14.22,17.61,37.92,0.0,30.26,181.81681095443747,13.171212645196881,0.0147478,35343.68,0
data_170,grad7-CrMo measure 11 indent 5,11.78,14.33,29.88,0.0,44.0,14.22,17.61,37.92,0.0,30.26,181.8031563311449,12.976856394244125,0.0147478,35343.68,0
data_171,grad7-CrMo measure 12 indent 1,13.18,16.0,29.25,0.0,41.57,15.7,19.42,36.65,0.0,28.23,183.08136298774048,12.701953410381801,0.0147478,35343.68,0
data_172,grad7-CrMo measure 12 indent 2,13.18,16.0,29.25,0.0,41.57,15.7,19.42,36.65,0.0,28.23,179.2004597527501,12.713095138446024,0.0147478,35343.68,0
data_173,grad7-CrMo measure 12 indent 3,13.18,16.0,29.25,0.0,41.57,15.7,19.42,36.65,0.0,28.23,172.38747346454852,12.986756004004306,0.0147478,35343.68,0
data_174,grad7-CrMo measure 12 indent 4,13.18,16.0,29.25,0.0,41.57,15.7,19.42,36.65,0.0,28.23,185.33070862934304,12.859195398798581,0.0147478,35343.68,0
data_175,grad7-CrMo measure 12 indent 5,13.18,16.0,29.25,0.0,41.57,15.7,19.42,36.65,0.0,28.23,186.21542074971097,12.670208377059826,0.0147478,35343.68,0
data_176,grad7-NbZr measure 1 indent 1,14.09,17.13,28.79,0.0,39.99,16.65,20.62,35.79,0.0,26.94,185.24707737337172,12.263122594697233,0.0147478,35343.68,0
data_177,grad7-NbZr measure 1 indent 2,14.09,17.13,28.79,0.0,39.99,16.65,20.62,35.79,0.0,26.94,174.2910704491412,12.865451373616859,0.0147478,35343.68,0
data_178,grad7-NbZr measure 1 indent 3,14.09,17.13,28.79,0.0,39.99,16.65,20.62,35.79,0.0,26.94,184.14933884449846,12.463773386452331,0.0147478,35343.68,0
data_179,grad7-NbZr measure 1 indent 4,14.09,17.13,28.79,0.0,39.99,16.65,20.62,35.79,0.0,26.94,177.32094245638487,12.751393946250442,0.0147478,35343.68,0
data_180,grad7-NbZr measure 1 indent 5,14.09,17.13,28.79,0.0,39.99,16.65,20.62,35.79,0.0,26.94,175.7128731773637,12.947159995968931,0.0147478,35343.68,0
data_181,grad7-NbZr measure 2 indent 1,15.7,18.94,27.77,0.0,37.6,18.33,22.52,34.12,0.0,25.03,171.40892143025653,12.409077903720338,0.0147478,35343.68,0
data_182,grad7-NbZr measure 2 indent 2,15.7,18.94,27.77,0.0,37.6,18.33,22.52,34.12,0.0,25.03,177.0887423600008,12.198691736166639,0.0147478,35343.68,0
data_183,grad7-NbZr measure 2 indent 3,15.7,18.94,27.77,0.0,37.6,18.33,22.52,34.12,0.0,25.03,169.9625447258721,12.486561888659821,0.0147478,35343.68,0
data_184,grad7-NbZr measure 2 indent 4,15.7,18.94,27.77,0.0,37.6,18.33,22.52,34.12,0.0,25.03,174.50482763951544,12.152964963192211,0.0147478,35343.68,0
data_185,grad7-NbZr measure 2 indent 5,15.7,18.94,27.77,0.0,37.6,18.33,22.52,34.12,0.0,25.03,162.53880170827262,12.774886817939535,0.0147478,35343.68,0
data_186,grad7-NbZr measure 3 indent 1,18.86,23.36,25.53,0.0,32.25,21.46,27.07,30.56,0.0,20.92,160.09828446191568,11.914147108517113,0.0147478,35343.68,0
data_187,grad7-NbZr measure 3 indent 2,18.86,23.36,25.53,0.0,32.25,21.46,27.07,30.56,0.0,20.92,153.87335457789754,12.208650341363398,0.0147478,35343.68,0
data_188,grad7-NbZr measure 3 indent 3,18.86,23.36,25.53,0.0,32.25,21.46,27.07,30.56,0.0,20.92,161.70735106110297,12.119925621651062,0.0147478,35343.68,0
data_189,grad7-NbZr measure 3 indent 4,18.86,23.36,25.53,0.0,32.25,21.46,27.07,30.56,0.0,20.92,159.73192956410963,11.73127744092261,0.0147478,35343.68,0
data_190,grad7-NbZr measure 3 indent 5,18.86,23.36,25.53,0.0,32.25,21.46,27.07,30.56,0.0,20.92,159.1335695327123,12.054310470994265,0.0147478,35343.68,0
data_191,grad7-NbZr measure 4 indent 1,20.48,25.74,24.2,0.0,29.58,23.0,29.46,28.6,0.0,18.94,164.0278851048426,11.609745329252418,0.0147478,35343.68,0
data_192,grad7-NbZr measure 4 indent 2,20.48,25.74,24.2,0.0,29.58,23.0,29.46,28.6,0.0,18.94,158.52383036157843,11.87621206407351,0.0147478,35343.68,0
data_193,grad7-NbZr measure 4 indent 3,20.48,25.74,24.2,0.0,29.58,23.0,29.46,28.6,0.0,18.94,155.98658439771395,12.038516255253136,0.0147478,35343.68,0
data_194,grad7-NbZr measure 4 indent 4,20.48,25.74,24.2,0.0,29.58,23.0,29.46,28.6,0.0,18.94,155.5146033090394,11.891591842723845,0.0147478,35343.68,0
data_195,grad7-NbZr measure 4 indent 5,20.48,25.74,24.2,0.0,29.58,23.0,29.46,28.6,0.0,18.94,159.22346456313647,11.876868726438031,0.0147478,35343.68,0
data_196,grad7-NbZr measure 5 indent 1,22.21,27.93,22.79,0.0,27.08,24.66,31.58,26.61,0.0,17.14,155.54847543567317,11.238963752874438,0.0147478,35343.68,0
data_197,grad7-NbZr measure 5 indent 2,22.21,27.93,22.79,0.0,27.08,24.66,31.58,26.61,0.0,17.14,147.91320102947694,11.615048791689006,0.0147478,35343.68,0
data_198,grad7-NbZr measure 5 indent 3,22.21,27.93,22.79,0.0,27.08,24.66,31.58,26.61,0.0,17.14,148.2976366002739,11.786268847593348,0.0147478,35343.68,0
data_199,grad7-NbZr measure 5 indent 4,22.21,27.93,22.79,0.0,27.08,24.66,31.58,26.61,0.0,17.14,152.04458770774716,11.710968138097599,0.0147478,35343.68,0
data_200,grad7-NbZr measure 5 indent 5,22.21,27.93,22.79,0.0,27.08,24.66,31.58,26.61,0.0,17.14,148.36881857154043,11.657400328772,0.0147478,35343.68,0
data_201,grad7-NbZr measure 6 indent 1,23.73,30.62,21.35,0.0,24.3,26.01,34.18,24.62,0.0,15.19,136.42337711607962,11.15131672827115,0.0147478,35343.68,0
data_202,grad7-NbZr measure 6 indent 2,23.73,30.62,21.35,0.0,24.3,26.01,34.18,24.62,0.0,15.19,134.0137160333762,11.219592432126673,0.0147478,35343.68,0
data_203,grad7-NbZr measure 6 indent 3,23.73,30.62,21.35,0.0,24.3,26.01,34.18,24.62,0.0,15.19,0,0,0.0147478,35343.68,0
data_204,grad7-NbZr measure 6 indent 4,23.73,30.62,21.35,0.0,24.3,26.01,34.18,24.62,0.0,15.19,138.54219565722286,11.354120016306542,0.0147478,35343.68,0
data_205,grad7-NbZr measure 6 indent 5,23.73,30.62,21.35,0.0,24.3,26.01,34.18,24.62,0.0,15.19,139.618210738942,11.363852963354631,0.0147478,35343.68,0
data_206,grad7-NbZr measure 7 indent 1,25.54,32.96,19.76,0.0,21.74,27.68,36.38,22.52,0.0,13.42,145.27915284237534,11.186843310622464,0.0147478,35343.68,0
data_207,grad7-NbZr measure 7 indent 2,25.54,32.96,19.76,0.0,21.74,27.68,36.38,22.52,0.0,13.42,148.97262785010273,10.892034104082711,0.0147478,35343.68,0
data_208,grad7-NbZr measure 7 indent 3,25.54,32.96,19.76,0.0,21.74,27.68,36.38,22.52,0.0,13.42,153.1704753622102,10.940200955712747,0.0147478,35343.68,0
data_209,grad7-NbZr measure 7 indent 4,25.54,32.96,19.76,0.0,21.74,27.68,36.38,22.52,0.0,13.42,151.06845452014605,10.984793677833178,0.0147478,35343.68,0
data_210,grad7-NbZr measure 7 indent 5,25.54,32.96,19.76,0.0,21.74,27.68,36.38,22.52,0.0,13.42,144.66614977540016,10.854506959182094,0.0147478,35343.68,0
data_211,grad7-NbZr measure 8 indent 1,28.1,36.11,17.29,0.0,18.5,30.01,39.29,19.43,0.0,11.26,134.84500982083648,10.307713011150302,0.0147478,35343.68,0
data_212,grad7-NbZr measure 8 indent 2,28.1,36.11,17.29,0.0,18.5,30.01,39.29,19.43,0.0,11.26,132.7547454220812,10.371475343921372,0.0147478,35343.68,0
data_213,grad7-NbZr measure 8 indent 3,28.1,36.11,17.29,0.0,18.5,30.01,39.29,19.43,0.0,11.26,135.62998619564712,10.41808974601756,0.0147478,35343.68,0
data_214,grad7-NbZr measure 8 indent 4,28.1,36.11,17.29,0.0,18.5,30.01,39.29,19.43,0.0,11.26,133.66751483088035,10.542343981137709,0.0147478,35343.68,0
data_215,grad7-NbZr measure 8 indent 5,28.1,36.11,17.29,0.0,18.5,30.01,39.29,19.43,0.0,11.26,135.17502029972673,10.551969249518908,0.0147478,35343.68,0
data_216,grad7-NbZr measure 9 indent 1,28.81,38.14,16.37,0.0,16.68,30.53,41.16,18.24,0.0,10.08,138.85619603923354,10.201309466428569,0.0147478,35343.68,0
data_217,grad7-NbZr measure 9 indent 2,28.81,38.14,16.37,0.0,16.68,30.53,41.16,18.24,0.0,10.08,131.84941200312596,10.237794880115482,0.0147478,35343.68,0
data_218,grad7-NbZr measure 9 indent 3,28.81,38.14,16.37,0.0,16.68,30.53,41.16,18.24,0.0,10.08,0,0,0.0147478,35343.68,0
data_219,grad7-NbZr measure 9 indent 4,28.81,38.14,16.37,0.0,16.68,30.53,41.16,18.24,0.0,10.08,138.41142136185115,10.223718242953545,0.0147478,35343.68,0
data_220,grad7-NbZr measure 9 indent 5,28.81,38.14,16.37,0.0,16.68,30.53,41.16,18.24,0.0,10.08,137.69658595242467,10.19840735428816,0.0147478,35343.68,0
data_221,grad7-NbZr measure 10 indent 1,30.39,40.66,14.54,0.0,14.42,31.88,43.45,16.04,0.0,8.62,135.11033033548426,9.869507207307478,0.0147478,35343.68,0
data_222,grad7-NbZr measure 10 indent 2,30.39,40.66,14.54,0.0,14.42,31.88,43.45,16.04,0.0,8.62,130.03395860621123,9.791499779011644,0.0147478,35343.68,0
data_223,grad7-NbZr measure 10 indent 3,30.39,40.66,14.54,0.0,14.42,31.88,43.45,16.04,0.0,8.62,132.05225146736547,9.95088383866744,0.0147478,35343.68,0
data_224,grad7-NbZr measure 10 indent 4,30.39,40.66,14.54,0.0,14.42,31.88,43.45,16.04,0.0,8.62,135.5770575880328,9.777978005887748,0.0147478,35343.68,0
data_225,grad7-NbZr measure 10 indent 5,30.39,40.66,14.54,0.0,14.42,31.88,43.45,16.04,0.0,8.62,128.3937696590139,10.00117302970744,0.0147478,35343.68,0
data_226,grad7-NbZr measure 11 indent 1,31.29,42.99,13.35,0.0,12.37,32.54,45.53,14.6,0.0,7.33,126.17839309809884,9.714716376044395,0.0147478,35343.68,0
data_227,grad7-NbZr measure 11 indent 2,31.29,42.99,13.35,0.0,12.37,32.54,45.53,14.6,0.0,7.33,128.11767014731186,9.467022898393912,0.0147478,35343.68,0
data_228,grad7-NbZr measure 11 indent 3,31.29,42.99,13.35,0.0,12.37,32.54,45.53,14.6,0.0,7.33,124.66129847555419,9.64376196107589,0.0147478,35343.68,0
data_229,grad7-NbZr measure 11 indent 4,31.29,42.99,13.35,0.0,12.37,32.54,45.53,14.6,0.0,7.33,125.14978664573573,9.518474480134858,0.0147478,35343.68,0
data_230,grad7-NbZr measure 11 indent 5,31.29,42.99,13.35,0.0,12.37,32.54,45.53,14.6,0.0,7.33,124.86558709565432,9.614164798680497,0.0147478,35343.68,0
data_231,grad8-CrMo measure 1 indent 1,3.75,0.0,33.97,5.33,56.95,5.02,0.0,47.81,3.74,43.43,250.40299056317946,14.99848596676545,0.1333845,53012.94,1.0
data_232,grad8-CrMo measure 1 indent 2,3.75,0.0,33.97,5.33,56.95,5.02,0.0,47.81,3.74,43.43,243.10583342384678,14.808445851735913,0.1333845,53012.94,1.0
data_233,grad8-CrMo measure 1 indent 3,3.75,0.0,33.97,5.33,56.95,5.02,0.0,47.81,3.74,43.43,254.1184654547219,15.277566026076872,0.1333845,53012.94,1.0
data_234,grad8-CrMo measure 1 indent 4,3.75,0.0,33.97,5.33,56.95,5.02,0.0,47.81,3.74,43.43,252.7497804239278,15.019600784759922,0.1333845,53012.94,1.0
data_235,grad8-CrMo measure 1 indent 5,3.75,0.0,33.97,5.33,56.95,5.02,0.0,47.81,3.74,43.43,250.08527583250105,15.039995134300185,0.1333845,53012.94,1.0
data_236,grad8-CrMo measure 2 indent 1,4.23,0.0,33.24,6.22,56.31,5.67,0.0,46.89,4.38,43.05,251.019332443471,15.140822052492549,0.2008858,57436.47,1.0
data_237,grad8-CrMo measure 2 indent 2,4.23,0.0,33.24,6.22,56.31,5.67,0.0,46.89,4.38,43.05,252.20665555527458,14.307401559160706,0.2008858,57436.47,1.0
data_238,grad8-CrMo measure 2 indent 3,4.23,0.0,33.24,6.22,56.31,5.67,0.0,46.89,4.38,43.05,263.7177287689683,14.7874140070629,0.2008858,57436.47,1.0
data_239,grad8-CrMo measure 2 indent 4,4.23,0.0,33.24,6.22,56.31,5.67,0.0,46.89,4.38,43.05,245.95371455011724,14.157952737704296,0.2008858,57436.47,1.0
data_240,grad8-CrMo measure 2 indent 5,4.23,0.0,33.24,6.22,56.31,5.67,0.0,46.89,4.38,43.05,251.13027749068152,14.045186413264855,0.2008858,57436.47,1.0
data_241,grad8-CrMo measure 3 indent 1,4.83,0.0,32.63,6.93,55.61,6.48,0.0,46.07,4.89,42.55,264.1575128155615,15.797004466592576,0.20818620000000002,57731.11,1.0
data_242,grad8-CrMo measure 3 indent 2,4.83,0.0,32.63,6.93,55.61,6.48,0.0,46.07,4.89,42.55,264.4288698154813,14.060331740209648,0.20818620000000002,57731.11,1.0
data_243,grad8-CrMo measure 3 indent 3,4.83,0.0,32.63,6.93,55.61,6.48,0.0,46.07,4.89,42.55,259.91526870299367,14.623480215867293,0.20818620000000002,57731.11,1.0
data_244,grad8-CrMo measure 3 indent 4,4.83,0.0,32.63,6.93,55.61,6.48,0.0,46.07,4.89,42.55,269.44866083136077,15.001745904222746,0.20818620000000002,57731.11,1.0
data_245,grad8-CrMo measure 3 indent 5,4.83,0.0,32.63,6.93,55.61,6.48,0.0,46.07,4.89,42.55,252.49155894190687,14.540256971379218,0.20818620000000002,57731.11,1.0
data_246,grad8-CrMo measure 4 indent 1,5.32,0.0,31.67,8.35,54.65,7.17,0.0,44.91,5.91,42.0,246.48070242557716,14.249363202844751,0.17595629999999998,54987.99,1.0
data_247,grad8-CrMo measure 4 indent 2,5.32,0.0,31.67,8.35,54.65,7.17,0.0,44.91,5.91,42.0,253.5020129931702,14.228377633557937,0.17595629999999998,54987.99,1.0
data_248,grad8-CrMo measure 4 indent 3,5.32,0.0,31.67,8.35,54.65,7.17,0.0,44.91,5.91,42.0,254.45089635848944,14.903356986391987,0.17595629999999998,54987.99,1.0
data_249,grad8-CrMo measure 4 indent 4,5.32,0.0,31.67,8.35,54.65,7.17,0.0,44.91,5.91,42.0,271.1187667290517,14.308503150276218,0.17595629999999998,54987.99,1.0
data_250,grad8-CrMo measure 4 indent 5,5.32,0.0,31.67,8.35,54.65,7.17,0.0,44.91,5.91,42.0,258.06514429454035,14.804767652956528,0.17595629999999998,54987.99,1.0
data_251,grad8-CrMo measure 5 indent 1,6.06,0.0,31.12,9.63,53.2,8.17,0.0,44.13,6.82,40.89,252.62601824058157,14.331156569211746,0.1413539,52734.14,1.0
data_252,grad8-CrMo measure 5 indent 2,6.06,0.0,31.12,9.63,53.2,8.17,0.0,44.13,6.82,40.89,256.38098211891014,15.115978938874756,0.1413539,52734.14,1.0
data_253,grad8-CrMo measure 5 indent 3,6.06,0.0,31.12,9.63,53.2,8.17,0.0,44.13,6.82,40.89,263.7818284462537,14.849480764605609,0.1413539,52734.14,1.0
data_254,grad8-CrMo measure 5 indent 4,6.06,0.0,31.12,9.63,53.2,8.17,0.0,44.13,6.82,40.89,265.01350389976534,14.948000770365585,0.1413539,52734.14,1.0
data_255,grad8-CrMo measure 5 indent 5,6.06,0.0,31.12,9.63,53.2,8.17,0.0,44.13,6.82,40.89,258.93437272933676,14.959769575257454,0.1413539,52734.14,1.0
data_256,grad8-CrMo measure 6 indent 1,6.76,0.0,30.37,11.17,51.71,9.13,0.0,43.14,7.92,39.81,254.06466856424845,15.046135096307557,0.0866479,48938.56,1.0
data_257,grad8-CrMo measure 6 indent 2,6.76,0.0,30.37,11.17,51.71,9.13,0.0,43.14,7.92,39.81,249.6308914026473,15.359006608949162,0.0866479,48938.56,1.0
data_258,grad8-CrMo measure 6 indent 3,6.76,0.0,30.37,11.17,51.71,9.13,0.0,43.14,7.92,39.81,256.0701048298227,14.863294756512074,0.0866479,48938.56,1.0
data_259,grad8-CrMo measure 6 indent 4,6.76,0.0,30.37,11.17,51.71,9.13,0.0,43.14,7.92,39.81,255.81941224204704,15.23182100636043,0.0866479,48938.56,1.0
data_260,grad8-CrMo measure 6 indent 5,6.76,0.0,30.37,11.17,51.71,9.13,0.0,43.14,7.92,39.81,251.21345550873167,14.935532262736334,0.0866479,48938.56,1.0
data_261,grad8-CrMo measure 7 indent 1,7.56,0.0,29.43,13.11,49.9,10.24,0.0,41.92,9.32,38.52,269.3712539709213,14.944435302408628,0.1488807,53609.42,1.0
data_262,grad8-CrMo measure 7 indent 2,7.56,0.0,29.43,13.11,49.9,10.24,0.0,41.92,9.32,38.52,253.54187303004596,15.057143654079065,0.1488807,53609.42,1.0
data_263,grad8-CrMo measure 7 indent 3,7.56,0.0,29.43,13.11,49.9,10.24,0.0,41.92,9.32,38.52,251.4952758486423,15.23282711366941,0.1488807,53609.42,1.0
data_264,grad8-CrMo measure 7 indent 4,7.56,0.0,29.43,13.11,49.9,10.24,0.0,41.92,9.32,38.52,245.49106314091338,14.96829207064601,0.1488807,53609.42,1.0
data_265,grad8-CrMo measure 7 indent 5,7.56,0.0,29.43,13.11,49.9,10.24,0.0,41.92,9.32,38.52,253.27511902755455,15.004308015670839,0.1488807,53609.42,1.0
data_266,grad8-CrMo measure 8 indent 1,8.42,0.0,28.69,14.88,48.01,11.42,0.0,40.89,10.59,37.1,256.2688980071979,14.987401369513677,0.0147478,35343.68,0
data_267,grad8-CrMo measure 8 indent 2,8.42,0.0,28.69,14.88,48.01,11.42,0.0,40.89,10.59,37.1,232.78943678099884,15.95976805410253,0.0147478,35343.68,0
data_268,grad8-CrMo measure 8 indent 3,8.42,0.0,28.69,14.88,48.01,11.42,0.0,40.89,10.59,37.1,234.82134335686857,15.821203510077531,0.0147478,35343.68,0
data_269,grad8-CrMo measure 8 indent 4,8.42,0.0,28.69,14.88,48.01,11.42,0.0,40.89,10.59,37.1,223.6340799055365,15.101103825864024,0.0147478,35343.68,0
data_270,grad8-CrMo measure 8 indent 5,8.42,0.0,28.69,14.88,48.01,11.42,0.0,40.89,10.59,37.1,231.20946938028663,14.026674904345938,0.0147478,35343.68,0
data_271,grad8-CrMo measure 9 indent 1,9.57,0.0,27.75,16.72,45.95,12.98,0.0,39.59,11.91,35.52,181.72686270951294,12.662117730645928,0.0147478,35343.68,0
data_272,grad8-CrMo measure 9 indent 2,9.57,0.0,27.75,16.72,45.95,12.98,0.0,39.59,11.91,35.52,182.3369304035914,12.63205101438956,0.0147478,35343.68,0
data_273,grad8-CrMo measure 9 indent 3,9.57,0.0,27.75,16.72,45.95,12.98,0.0,39.59,11.91,35.52,184.20982340874485,12.290645448597974,0.0147478,35343.68,0
data_274,grad8-CrMo measure 9 indent 4,9.57,0.0,27.75,16.72,45.95,12.98,0.0,39.59,11.91,35.52,186.19958355778476,12.57726212894293,0.0147478,35343.68,0
data_275,grad8-CrMo measure 9 indent 5,9.57,0.0,27.75,16.72,45.95,12.98,0.0,39.59,11.91,35.52,178.0853305492426,12.78965137531406,0.0147478,35343.68,0
data_276,grad8-CrMo measure 10 indent 1,10.7,0.0,26.82,18.93,43.56,14.52,0.0,38.28,13.49,33.7,176.78580238664625,12.662503605100055,0.0147478,35343.68,0
data_277,grad8-CrMo measure 10 indent 2,10.7,0.0,26.82,18.93,43.56,14.52,0.0,38.28,13.49,33.7,173.6765735840984,12.77334900119389,0.0147478,35343.68,0
data_278,grad8-CrMo measure 10 indent 3,10.7,0.0,26.82,18.93,43.56,14.52,0.0,38.28,13.49,33.7,178.55054240970617,12.623707961813647,0.0147478,35343.68,0
data_279,grad8-CrMo measure 10 indent 4,10.7,0.0,26.82,18.93,43.56,14.52,0.0,38.28,13.49,33.7,177.17775544898686,12.297168706422726,0.0147478,35343.68,0
data_280,grad8-CrMo measure 10 indent 5,10.7,0.0,26.82,18.93,43.56,14.52,0.0,38.28,13.49,33.7,177.7563585534328,12.568529124627371,0.0147478,35343.68,0
data_281,grad8-CrMo measure 11 indent 1,11.79,0.0,25.76,21.37,41.09,16.03,0.0,36.85,15.26,31.86,173.96535333078134,12.090246003492062,0.0147478,35343.68,0
data_282,grad8-CrMo measure 11 indent 2,11.79,0.0,25.76,21.37,41.09,16.03,0.0,36.85,15.26,31.86,172.75804926311704,12.089123453420143,0.0147478,35343.68,0
data_283,grad8-CrMo measure 11 indent 3,11.79,0.0,25.76,21.37,41.09,16.03,0.0,36.85,15.26,31.86,172.42947804606956,12.177700830212355,0.0147478,35343.68,0
data_284,grad8-CrMo measure 11 indent 4,11.79,0.0,25.76,21.37,41.09,16.03,0.0,36.85,15.26,31.86,169.66948595327852,12.447500882701839,0.0147478,35343.68,0
data_285,grad8-CrMo measure 11 indent 5,11.79,0.0,25.76,21.37,41.09,16.03,0.0,36.85,15.26,31.86,163.1326633244403,12.483444848421621,0.0147478,35343.68,0
data_286,grad8-TiZr measure 1 indent 1,12.61,0.0,24.92,23.17,39.3,17.18,0.0,35.71,16.58,30.53,163.76883032045995,12.127657850431907,0.0147478,35343.68,0
data_287,grad8-TiZr measure 1 indent 2,12.61,0.0,24.92,23.17,39.3,17.18,0.0,35.71,16.58,30.53,162.89321281388675,12.11665889906603,0.0147478,35343.68,0
data_288,grad8-TiZr measure 1 indent 3,12.61,0.0,24.92,23.17,39.3,17.18,0.0,35.71,16.58,30.53,161.0551997066189,12.07324175257813,0.0147478,35343.68,0
data_289,grad8-TiZr measure 1 indent 4,12.61,0.0,24.92,23.17,39.3,17.18,0.0,35.71,16.58,30.53,166.60451678405423,12.152960633794974,0.0147478,35343.68,0
data_290,grad8-TiZr measure 1 indent 5,12.61,0.0,24.92,23.17,39.3,17.18,0.0,35.71,16.58,30.53,163.98000198623933,12.042486841133387,0.0147478,35343.68,0
data_291,grad8-TiZr measure 2 indent 1,13.78,0.0,23.76,25.87,36.6,18.82,0.0,34.13,18.55,28.5,161.26703129612406,11.82081267476347,0.0147478,35343.68,0
data_292,grad8-TiZr measure 2 indent 2,13.78,0.0,23.76,25.87,36.6,18.82,0.0,34.13,18.55,28.5,165.50059548680287,11.92605489330116,0.0147478,35343.68,0
data_293,grad8-TiZr measure 2 indent 3,13.78,0.0,23.76,25.87,36.6,18.82,0.0,34.13,18.55,28.5,155.2934187693016,12.280493720196487,0.0147478,35343.68,0
data_294,grad8-TiZr measure 2 indent 4,13.78,0.0,23.76,25.87,36.6,18.82,0.0,34.13,18.55,28.5,162.4729284019598,11.922241912309078,0.0147478,35343.68,0
