,Indent,Zr_at,Nb_at,Mo_at,Ti_at,Cr_at,Zr_m,Nb_m,Mo_m,Ti_m,Cr_m,H_GPa
data_2024,grad23-Mo measure 10 indent 4,12.05,17.11,70.84,0.0,0.0,11.59,16.75,71.66,0.0,0.0,13.094172539769934
data_2025,grad23-Mo measure 10 indent 5,12.05,17.11,70.84,0.0,0.0,11.59,16.75,71.66,0.0,0.0,13.18047250033556
data_2026,grad23-Mo measure 11 indent 1,13.62,18.66,67.72,0.0,0.0,13.11,18.3,68.58,0.0,0.0,11.751244206716711
data_2027,grad23-Mo measure 11 indent 2,13.62,18.66,67.72,0.0,0.0,13.11,18.3,68.58,0.0,0.0,13.509207577523533
data_2028,grad23-Mo measure 11 indent 3,13.62,18.66,67.72,0.0,0.0,13.11,18.3,68.58,0.0,0.0,12.867038173408947
data_2029,grad23-Mo measure 11 indent 4,13.62,18.66,67.72,0.0,0.0,13.11,18.3,68.58,0.0,0.0,11.598488490340332
data_2030,grad23-Mo measure 11 indent 5,13.62,18.66,67.72,0.0,0.0,13.11,18.3,68.58,0.0,0.0,11.44022512048136
data_2031,grad23-NbZr measure 1 indent 1,15.31,20.74,63.95,0.0,0.0,14.76,20.37,64.86,0.0,0.0,13.423418263869092
data_2032,grad23-NbZr measure 1 indent 2,15.31,20.74,63.95,0.0,0.0,14.76,20.37,64.86,0.0,0.0,12.453002820280583
data_2033,grad23-NbZr measure 1 indent 3,15.31,20.74,63.95,0.0,0.0,14.76,20.37,64.86,0.0,0.0,13.411467019582545
data_2034,grad23-NbZr measure 1 indent 4,15.31,20.74,63.95,0.0,0.0,14.76,20.37,64.86,0.0,0.0,14.020639503297026
data_2035,grad23-NbZr measure 1 indent 5,15.31,20.74,63.95,0.0,0.0,14.76,20.37,64.86,0.0,0.0,13.285535265776375
data_2036,grad23-NbZr measure 2 indent 1,16.57,22.78,60.65,0.0,0.0,16.0,22.41,61.59,0.0,0.0,13.431909093676072
data_2037,grad23-NbZr measure 2 indent 2,16.57,22.78,60.65,0.0,0.0,16.0,22.41,61.59,0.0,0.0,12.474944084446758
data_2038,grad23-NbZr measure 2 indent 3,16.57,22.78,60.65,0.0,0.0,16.0,22.41,61.59,0.0,0.0,13.471358738433397
data_2039,grad23-NbZr measure 2 indent 4,16.57,22.78,60.65,0.0,0.0,16.0,22.41,61.59,0.0,0.0,12.012699101356006
data_2040,grad23-NbZr measure 2 indent 5,16.57,22.78,60.65,0.0,0.0,16.0,22.41,61.59,0.0,0.0,13.405077684813874
data_2041,grad23-NbZr measure 3 indent 1,18.09,24.98,56.93,0.0,0.0,17.49,24.61,57.9,0.0,0.0,12.161456217461145
data_2042,grad23-NbZr measure 3 indent 2,18.09,24.98,56.93,0.0,0.0,17.49,24.61,57.9,0.0,0.0,13.760444244602324
data_2043,grad23-NbZr measure 3 indent 3,18.09,24.98,56.93,0.0,0.0,17.49,24.61,57.9,0.0,0.0,13.342774319620649
data_2045,grad23-NbZr measure 3 indent 5,18.09,24.98,56.93,0.0,0.0,17.49,24.61,57.9,0.0,0.0,12.524640026698737
data_2046,grad23-NbZr measure 4 indent 1,19.35,27.23,53.42,0.0,0.0,18.74,26.86,54.41,0.0,0.0,11.756671755069291
data_2047,grad23-NbZr measure 4 indent 2,19.35,27.23,53.42,0.0,0.0,18.74,26.86,54.41,0.0,0.0,13.70782851591391
data_2048,grad23-NbZr measure 4 indent 3,19.35,27.23,53.42,0.0,0.0,18.74,26.86,54.41,0.0,0.0,12.767576419620156
data_2049,grad23-NbZr measure 4 indent 4,19.35,27.23,53.42,0.0,0.0,18.74,26.86,54.41,0.0,0.0,12.379649551918218
data_2050,grad23-NbZr measure 4 indent 5,19.35,27.23,53.42,0.0,0.0,18.74,26.86,54.41,0.0,0.0,12.591014223869543
data_2051,grad23-NbZr measure 5 indent 1,20.84,29.74,49.43,0.0,0.0,20.21,29.37,50.42,0.0,0.0,11.82215217829009
data_2052,grad23-NbZr measure 5 indent 2,20.84,29.74,49.43,0.0,0.0,20.21,29.37,50.42,0.0,0.0,12.431228735548107
data_2053,grad23-NbZr measure 5 indent 3,20.84,29.74,49.43,0.0,0.0,20.21,29.37,50.42,0.0,0.0,12.064012520789847
data_2054,grad23-NbZr measure 5 indent 4,20.84,29.74,49.43,0.0,0.0,20.21,29.37,50.42,0.0,0.0,12.3440285820679
data_2055,grad23-NbZr measure 5 indent 5,20.84,29.74,49.43,0.0,0.0,20.21,29.37,50.42,0.0,0.0,12.305022557248307
data_2056,grad23-NbZr measure 6 indent 1,22.38,32.76,44.86,0.0,0.0,21.74,32.42,45.84,0.0,0.0,11.66698692634369
data_2057,grad23-NbZr measure 6 indent 2,22.38,32.76,44.86,0.0,0.0,21.74,32.42,45.84,0.0,0.0,11.891782000561646
data_2058,grad23-NbZr measure 6 indent 3,22.38,32.76,44.86,0.0,0.0,21.74,32.42,45.84,0.0,0.0,10.678967521180361
data_2059,grad23-NbZr measure 6 indent 4,22.38,32.76,44.86,0.0,0.0,21.74,32.42,45.84,0.0,0.0,12.024745696163867
data_2060,grad23-NbZr measure 6 indent 5,22.38,32.76,44.86,0.0,0.0,21.74,32.42,45.84,0.0,0.0,12.282608208602614
data_2061,grad23-NbZr measure 7 indent 1,23.83,35.31,40.86,0.0,0.0,23.19,34.99,41.82,0.0,0.0,10.632635777253363
data_2062,grad23-NbZr measure 7 indent 2,23.83,35.31,40.86,0.0,0.0,23.19,34.99,41.82,0.0,0.0,11.94585159759275
data_2063,grad23-NbZr measure 7 indent 3,23.83,35.31,40.86,0.0,0.0,23.19,34.99,41.82,0.0,0.0,11.992769133148151
data_2064,grad23-NbZr measure 7 indent 4,23.83,35.31,40.86,0.0,0.0,23.19,34.99,41.82,0.0,0.0,11.680896109310087
data_2065,grad23-NbZr measure 7 indent 5,23.83,35.31,40.86,0.0,0.0,23.19,34.99,41.82,0.0,0.0,11.288807599666406
data_2067,grad23-NbZr measure 8 indent 2,25.68,38.25,36.07,0.0,0.0,25.04,37.98,36.98,0.0,0.0,11.272682063284702
data_2068,grad23-NbZr measure 8 indent 3,25.68,38.25,36.07,0.0,0.0,25.04,37.98,36.98,0.0,0.0,11.297864092977392
data_2069,grad23-NbZr measure 8 indent 4,25.68,38.25,36.07,0.0,0.0,25.04,37.98,36.98,0.0,0.0,11.274827368490662
data_2071,grad23-NbZr measure 9 indent 1,27.62,41.59,30.79,0.0,0.0,26.98,41.38,31.64,0.0,0.0,11.066863550825225
data_2072,grad23-NbZr measure 9 indent 2,27.62,41.59,30.79,0.0,0.0,26.98,41.38,31.64,0.0,0.0,11.469128881484497
data_2073,grad23-NbZr measure 9 indent 3,27.62,41.59,30.79,0.0,0.0,26.98,41.38,31.64,0.0,0.0,10.62041053039689
data_2074,grad23-NbZr measure 9 indent 4,27.62,41.59,30.79,0.0,0.0,26.98,41.38,31.64,0.0,0.0,10.943778385704322
data_2075,grad23-NbZr measure 9 indent 5,27.62,41.59,30.79,0.0,0.0,26.98,41.38,31.64,0.0,0.0,10.828023162257926
data_2076,grad23-NbZr measure 10 indent 1,29.15,44.77,26.09,0.0,0.0,28.52,44.62,26.85,0.0,0.0,10.216616105668429
data_2077,grad23-NbZr measure 10 indent 2,29.15,44.77,26.09,0.0,0.0,28.52,44.62,26.85,0.0,0.0,10.9933914844592
data_2078,grad23-NbZr measure 10 indent 3,29.15,44.77,26.09,0.0,0.0,28.52,44.62,26.85,0.0,0.0,11.101620170981835
data_2079,grad23-NbZr measure 10 indent 4,29.15,44.77,26.09,0.0,0.0,28.52,44.62,26.85,0.0,0.0,10.961187503892535
data_2080,grad23-NbZr measure 10 indent 5,29.15,44.77,26.09,0.0,0.0,28.52,44.62,26.85,0.0,0.0,9.651702666737075
data_2081,grad23-NbZr measure 11 indent 1,30.92,46.88,22.2,0.0,0.0,30.31,46.8,22.89,0.0,0.0,11.516502282586584
data_2082,grad23-NbZr measure 11 indent 2,30.92,46.88,22.2,0.0,0.0,30.31,46.8,22.89,0.0,0.0,10.566785062182717
data_2083,grad23-NbZr measure 11 indent 3,30.92,46.88,22.2,0.0,0.0,30.31,46.8,22.89,0.0,0.0,9.861718358909725
data_2084,grad23-NbZr measure 11 indent 4,30.92,46.88,22.2,0.0,0.0,30.31,46.8,22.89,0.0,0.0,9.856257855649535
data_2085,grad23-NbZr measure 11 indent 5,30.92,46.88,22.2,0.0,0.0,30.31,46.8,22.89,0.0,0.0,9.08031970630032
data_2086,grad23-NbZr measure 12 indent 1,32.32,48.99,18.68,0.0,0.0,31.73,48.98,19.29,0.0,0.0,9.925818797580881
data_2087,grad23-NbZr measure 12 indent 2,32.32,48.99,18.68,0.0,0.0,31.73,48.98,19.29,0.0,0.0,10.27172169060594
data_2088,grad23-NbZr measure 12 indent 3,32.32,48.99,18.68,0.0,0.0,31.73,48.98,19.29,0.0,0.0,8.727763565555668
data_2089,grad23-NbZr measure 12 indent 4,32.32,48.99,18.68,0.0,0.0,31.73,48.98,19.29,0.0,0.0,9.309292106153883
data_2090,grad23-NbZr measure 12 indent 5,32.32,48.99,18.68,0.0,0.0,31.73,48.98,19.29,0.0,0.0,9.778356232019803
data_2092,grad24-Mo measure 1 indent 2,0.0,0.0,92.07,2.36,5.57,0.0,0.0,95.64,1.22,3.14,11.178168543827866
data_2093,grad24-Mo measure 1 indent 3,0.0,0.0,92.07,2.36,5.57,0.0,0.0,95.64,1.22,3.14,11.162902187941778
data_2094,grad24-Mo measure 1 indent 4,0.0,0.0,92.07,2.36,5.57,0.0,0.0,95.64,1.22,3.14,11.157224888517852
data_2096,grad24-Mo measure 2 indent 1,0.0,0.0,92.01,1.63,6.36,0.0,0.0,95.57,0.85,3.58,10.466549060019776
data_2097,grad24-Mo measure 2 indent 2,0.0,0.0,92.01,1.63,6.36,0.0,0.0,95.57,0.85,3.58,10.462558292293577
data_2098,grad24-Mo measure 2 indent 3,0.0,0.0,92.01,1.63,6.36,0.0,0.0,95.57,0.85,3.58,10.406970640038036
data_2099,grad24-Mo measure 2 indent 4,0.0,0.0,92.01,1.63,6.36,0.0,0.0,95.57,0.85,3.58,10.330783797357272
data_2100,grad24-Mo measure 2 indent 5,0.0,0.0,92.01,1.63,6.36,0.0,0.0,95.57,0.85,3.58,10.435800190352467
data_2101,grad24-Mo measure 3 indent 1,0.0,0.0,88.66,2.98,8.36,0.0,0.0,93.64,1.57,4.79,10.760384474712065
data_2102,grad24-Mo measure 3 indent 2,0.0,0.0,88.66,2.98,8.36,0.0,0.0,93.64,1.57,4.79,10.652963343127345
data_2103,grad24-Mo measure 3 indent 3,0.0,0.0,88.66,2.98,8.36,0.0,0.0,93.64,1.57,4.79,10.724097536542914
data_2104,grad24-Mo measure 3 indent 4,0.0,0.0,88.66,2.98,8.36,0.0,0.0,93.64,1.57,4.79,10.760038883794358
data_2106,grad24-Mo measure 4 indent 1,0.0,0.0,87.56,2.95,9.48,0.0,0.0,92.98,1.56,5.46,11.097300407430652
data_2107,grad24-Mo measure 4 indent 2,0.0,0.0,87.56,2.95,9.48,0.0,0.0,92.98,1.56,5.46,11.115243977264438
data_2108,grad24-Mo measure 4 indent 3,0.0,0.0,87.56,2.95,9.48,0.0,0.0,92.98,1.56,5.46,11.305355555510019
data_2109,grad24-Mo measure 4 indent 4,0.0,0.0,87.56,2.95,9.48,0.0,0.0,92.98,1.56,5.46,11.189062408616143
data_2110,grad24-Mo measure 4 indent 5,0.0,0.0,87.56,2.95,9.48,0.0,0.0,92.98,1.56,5.46,11.0609425945302
data_2111,grad24-Mo measure 5 indent 1,0.0,0.0,85.71,3.63,10.67,0.0,0.0,91.86,1.94,6.2,11.459279681117318
data_2112,grad24-Mo measure 5 indent 2,0.0,0.0,85.71,3.63,10.67,0.0,0.0,91.86,1.94,6.2,11.418313643633796
data_2113,grad24-Mo measure 5 indent 3,0.0,0.0,85.71,3.63,10.67,0.0,0.0,91.86,1.94,6.2,11.476218691013814
data_2115,grad24-Mo measure 5 indent 5,0.0,0.0,85.71,3.63,10.67,0.0,0.0,91.86,1.94,6.2,11.740510630094882
data_2116,grad24-Mo measure 6 indent 1,0.0,0.0,84.15,3.89,11.96,0.0,0.0,90.9,2.1,7.0,11.778505423330339
data_2117,grad24-Mo measure 6 indent 2,0.0,0.0,84.15,3.89,11.96,0.0,0.0,90.9,2.1,7.0,11.862312049980467
data_2118,grad24-Mo measure 6 indent 3,0.0,0.0,84.15,3.89,11.96,0.0,0.0,90.9,2.1,7.0,11.23614574081717
data_2119,grad24-Mo measure 6 indent 4,0.0,0.0,84.15,3.89,11.96,0.0,0.0,90.9,2.1,7.0,12.365952318385208
data_2120,grad24-Mo measure 6 indent 5,0.0,0.0,84.15,3.89,11.96,0.0,0.0,90.9,2.1,7.0,11.315091991263285
data_2121,grad24-Mo measure 7 indent 1,0.0,0.0,82.3,4.38,13.32,0.0,0.0,89.74,2.38,7.87,12.173465745553356
data_2122,grad24-Mo measure 7 indent 2,0.0,0.0,82.3,4.38,13.32,0.0,0.0,89.74,2.38,7.87,11.927136107070243
data_2123,grad24-Mo measure 7 indent 3,0.0,0.0,82.3,4.38,13.32,0.0,0.0,89.74,2.38,7.87,11.468952178480176
data_2124,grad24-Mo measure 7 indent 4,0.0,0.0,82.3,4.38,13.32,0.0,0.0,89.74,2.38,7.87,11.80885028147744
data_2125,grad24-Mo measure 7 indent 5,0.0,0.0,82.3,4.38,13.32,0.0,0.0,89.74,2.38,7.87,12.192586419220214
data_2126,grad24-Mo measure 8 indent 1,0.0,0.0,80.52,4.86,14.62,0.0,0.0,88.61,2.67,8.72,12.401144453514647
data_2127,grad24-Mo measure 8 indent 2,0.0,0.0,80.52,4.86,14.62,0.0,0.0,88.61,2.67,8.72,12.772987720673719
data_2128,grad24-Mo measure 8 indent 3,0.0,0.0,80.52,4.86,14.62,0.0,0.0,88.61,2.67,8.72,13.300475334486926
data_2130,grad24-Mo measure 8 indent 5,0.0,0.0,80.52,4.86,14.62,0.0,0.0,88.61,2.67,8.72,12.574160667332752
data_2131,grad24-Mo measure 9 indent 1,0.0,0.0,78.45,5.58,15.98,0.0,0.0,87.27,3.1,9.63,12.357640802135741
data_2132,grad24-Mo measure 9 indent 2,0.0,0.0,78.45,5.58,15.98,0.0,0.0,87.27,3.1,9.63,12.68314610203294
data_2133,grad24-Mo measure 9 indent 3,0.0,0.0,78.45,5.58,15.98,0.0,0.0,87.27,3.1,9.63,13.448907887459034
data_2134,grad24-Mo measure 9 indent 4,0.0,0.0,78.45,5.58,15.98,0.0,0.0,87.27,3.1,9.63,12.553134406957176
data_2135,grad24-Mo measure 9 indent 5,0.0,0.0,78.45,5.58,15.98,0.0,0.0,87.27,3.1,9.63,13.220105406589783
data_2136,grad24-Mo measure 10 indent 1,0.0,0.0,71.05,10.25,18.7,0.0,0.0,82.33,5.93,11.74,12.636791473552748
data_2137,grad24-Mo measure 10 indent 2,0.0,0.0,71.05,10.25,18.7,0.0,0.0,82.33,5.93,11.74,11.6480882587104
data_2138,grad24-Mo measure 10 indent 3,0.0,0.0,71.05,10.25,18.7,0.0,0.0,82.33,5.93,11.74,12.905932230975688
data_2139,grad24-Mo measure 10 indent 4,0.0,0.0,71.05,10.25,18.7,0.0,0.0,82.33,5.93,11.74,11.814414595249303
data_2140,grad24-Mo measure 10 indent 5,0.0,0.0,71.05,10.25,18.7,0.0,0.0,82.33,5.93,11.74,12.55545331804114
data_2141,grad24-Mo measure 11 indent 1,0.0,0.0,69.11,11.35,19.54,0.0,0.0,80.96,6.64,12.41,12.607557501526333
data_2142,grad24-Mo measure 11 indent 2,0.0,0.0,69.11,11.35,19.54,0.0,0.0,80.96,6.64,12.41,15.162850228639318
data_2143,grad24-Mo measure 11 indent 3,0.0,0.0,69.11,11.35,19.54,0.0,0.0,80.96,6.64,12.41,11.894370996045417
data_2144,grad24-Mo measure 11 indent 4,0.0,0.0,69.11,11.35,19.54,0.0,0.0,80.96,6.64,12.41,11.5099471813132
data_2145,grad24-Mo measure 11 indent 5,0.0,0.0,69.11,11.35,19.54,0.0,0.0,80.96,6.64,12.41,14.653885933394282
data_2146,grad24-TiCr measure 1 indent 1,0.0,0.0,67.24,12.35,20.4,0.0,0.0,79.61,7.3,13.09,13.389577117253722
data_2147,grad24-TiCr measure 1 indent 2,0.0,0.0,67.24,12.35,20.4,0.0,0.0,79.61,7.3,13.09,14.19626983676453
data_2148,grad24-TiCr measure 1 indent 3,0.0,0.0,67.24,12.35,20.4,0.0,0.0,79.61,7.3,13.09,12.459246916264448
data_2149,grad24-TiCr measure 1 indent 4,0.0,0.0,67.24,12.35,20.4,0.0,0.0,79.61,7.3,13.09,13.907489803378713
data_2150,grad24-TiCr measure 1 indent 5,0.0,0.0,67.24,12.35,20.4,0.0,0.0,79.61,7.3,13.09,13.42058927241188
data_2151,grad24-TiCr measure 2 indent 1,0.0,0.0,65.33,13.4,21.27,0.0,0.0,78.2,8.01,13.8,12.902926105020693
data_2152,grad24-TiCr measure 2 indent 2,0.0,0.0,65.33,13.4,21.27,0.0,0.0,78.2,8.01,13.8,12.759996840925707
data_2153,grad24-TiCr measure 2 indent 3,0.0,0.0,65.33,13.4,21.27,0.0,0.0,78.2,8.01,13.8,13.053486701269236
data_2155,grad24-TiCr measure 2 indent 5,0.0,0.0,65.33,13.4,21.27,0.0,0.0,78.2,8.01,13.8,13.866400270748805
data_2156,grad24-TiCr measure 3 indent 1,0.0,0.0,62.87,15.09,22.04,0.0,0.0,76.35,9.15,14.51,13.876813107223466
data_2157,grad24-TiCr measure 3 indent 2,0.0,0.0,62.87,15.09,22.04,0.0,0.0,76.35,9.15,14.51,14.231072445409414
data_2158,grad24-TiCr measure 3 indent 3,0.0,0.0,62.87,15.09,22.04,0.0,0.0,76.35,9.15,14.51,14.19696228666931
data_2159,grad24-TiCr measure 3 indent 4,0.0,0.0,62.87,15.09,22.04,0.0,0.0,76.35,9.15,14.51,12.511115847652935
data_2160,grad24-TiCr measure 3 indent 5,0.0,0.0,62.87,15.09,22.04,0.0,0.0,76.35,9.15,14.51,15.045718926408632
data_2162,grad24-TiCr measure 4 indent 2,0.0,0.0,61.54,15.88,22.58,0.0,0.0,75.32,9.7,14.98,13.777948484299136
data_2163,grad24-TiCr measure 4 indent 3,0.0,0.0,61.54,15.88,22.58,0.0,0.0,75.32,9.7,14.98,14.412129451495135
data_2164,grad24-TiCr measure 4 indent 4,0.0,0.0,61.54,15.88,22.58,0.0,0.0,75.32,9.7,14.98,14.70290378726671
data_2165,grad24-TiCr measure 4 indent 5,0.0,0.0,61.54,15.88,22.58,0.0,0.0,75.32,9.7,14.98,14.23184477254118
data_2166,grad24-TiCr measure 5 indent 1,0.0,0.0,59.95,16.82,23.24,0.0,0.0,74.07,10.37,15.56,13.930415450233676
data_2167,grad24-TiCr measure 5 indent 2,0.0,0.0,59.95,16.82,23.24,0.0,0.0,74.07,10.37,15.56,15.276272287131967
data_2168,grad24-TiCr measure 5 indent 3,0.0,0.0,59.95,16.82,23.24,0.0,0.0,74.07,10.37,15.56,15.570995527292974
data_2169,grad24-TiCr measure 5 indent 4,0.0,0.0,59.95,16.82,23.24,0.0,0.0,74.07,10.37,15.56,14.375947006334085
data_2170,grad24-TiCr measure 5 indent 5,0.0,0.0,59.95,16.82,23.24,0.0,0.0,74.07,10.37,15.56,15.053333480814368
data_2171,grad24-TiCr measure 6 indent 1,0.0,0.0,57.92,17.64,24.43,0.0,0.0,72.43,11.01,16.56,14.944877558736344
data_2172,grad24-TiCr measure 6 indent 2,0.0,0.0,57.92,17.64,24.43,0.0,0.0,72.43,11.01,16.56,15.468247766883845
data_2173,grad24-TiCr measure 6 indent 3,0.0,0.0,57.92,17.64,24.43,0.0,0.0,72.43,11.01,16.56,14.976033406613752
data_2174,grad24-TiCr measure 6 indent 4,0.0,0.0,57.92,17.64,24.43,0.0,0.0,72.43,11.01,16.56,14.186965525562986
data_2175,grad24-TiCr measure 6 indent 5,0.0,0.0,57.92,17.64,24.43,0.0,0.0,72.43,11.01,16.56,13.742332311734218
data_2176,grad24-TiCr measure 7 indent 1,0.0,0.0,52.66,19.48,27.86,0.0,0.0,67.96,12.55,19.49,14.35740897734189
data_2177,grad24-TiCr measure 7 indent 2,0.0,0.0,52.66,19.48,27.86,0.0,0.0,67.96,12.55,19.49,14.164451376069778
data_2178,grad24-TiCr measure 7 indent 3,0.0,0.0,52.66,19.48,27.86,0.0,0.0,67.96,12.55,19.49,13.910912795767768
data_2179,grad24-TiCr measure 7 indent 4,0.0,0.0,52.66,19.48,27.86,0.0,0.0,67.96,12.55,19.49,14.824370989554893
data_2180,grad24-TiCr measure 7 indent 5,0.0,0.0,52.66,19.48,27.86,0.0,0.0,67.96,12.55,19.49,13.947214758988224
data_2181,grad24-TiCr measure 8 indent 1,0.0,0.0,46.55,21.73,31.72,0.0,0.0,62.41,14.54,23.05,13.885795945231845
data_2182,grad24-TiCr measure 8 indent 2,0.0,0.0,46.55,21.73,31.72,0.0,0.0,62.41,14.54,23.05,14.169737895280129
data_2183,grad24-TiCr measure 8 indent 3,0.0,0.0,46.55,21.73,31.72,0.0,0.0,62.41,14.54,23.05,14.529677399202432
data_2184,grad24-TiCr measure 8 indent 4,0.0,0.0,46.55,21.73,31.72,0.0,0.0,62.41,14.54,23.05,15.093235569770522
data_2185,grad24-TiCr measure 8 indent 5,0.0,0.0,46.55,21.73,31.72,0.0,0.0,62.41,14.54,23.05,13.993503750495481
data_2186,grad24-TiCr measure 9 indent 1,0.0,0.0,40.03,23.66,36.31,0.0,0.0,55.97,16.51,27.52,15.261716085630283
data_2187,grad24-TiCr measure 9 indent 2,0.0,0.0,40.03,23.66,36.31,0.0,0.0,55.97,16.51,27.52,16.177356034139265
data_2189,grad24-TiCr measure 9 indent 4,0.0,0.0,40.03,23.66,36.31,0.0,0.0,55.97,16.51,27.52,13.474999821415212
data_2190,grad24-TiCr measure 9 indent 5,0.0,0.0,40.03,23.66,36.31,0.0,0.0,55.97,16.51,27.52,13.405275999806545
data_2191,grad24-TiCr measure 10 indent 1,0.0,0.0,31.5,25.42,43.08,0.0,0.0,46.63,18.79,34.57,14.068659301457064
data_2192,grad24-TiCr measure 10 indent 2,0.0,0.0,31.5,25.42,43.08,0.0,0.0,46.63,18.79,34.57,14.171271191454949
data_2193,grad24-TiCr measure 10 indent 3,0.0,0.0,31.5,25.42,43.08,0.0,0.0,46.63,18.79,34.57,13.549721461968002
data_2194,grad24-TiCr measure 10 indent 4,0.0,0.0,31.5,25.42,43.08,0.0,0.0,46.63,18.79,34.57,13.394890307134618
data_2195,grad24-TiCr measure 10 indent 5,0.0,0.0,31.5,25.42,43.08,0.0,0.0,46.63,18.79,34.57,14.001510030544377
data_2197,grad24-TiCr measure 11 indent 2,0.0,0.0,24.97,26.51,48.52,0.0,0.0,38.71,20.52,40.77,15.508041960911909
data_2198,grad24-TiCr measure 11 indent 3,0.0,0.0,24.97,26.51,48.52,0.0,0.0,38.71,20.52,40.77,13.921779249076339
data_2199,grad24-TiCr measure 11 indent 4,0.0,0.0,24.97,26.51,48.52,0.0,0.0,38.71,20.52,40.77,12.575648814765522
data_2200,grad24-TiCr measure 11 indent 5,0.0,0.0,24.97,26.51,48.52,0.0,0.0,38.71,20.52,40.77,12.862593280867886
data_2202,grad25-Mo measure 1 indent 2,2.01,2.72,92.57,0.62,2.08,1.94,2.68,93.93,0.31,1.15,10.146898430822247
data_2203,grad25-Mo measure 1 indent 3,2.01,2.72,92.57,0.62,2.08,1.94,2.68,93.93,0.31,1.15,10.01928097875237
data_2204,grad25-Mo measure 1 indent 4,2.01,2.72,92.57,0.62,2.08,1.94,2.68,93.93,0.31,1.15,9.980774061274431
data_2205,grad25-Mo measure 1 indent 5,2.01,2.72,92.57,0.62,2.08,1.94,2.68,93.93,0.31,1.15,9.822076187141164
data_2206,grad25-Mo measure 2 indent 1,2.01,3.25,91.35,0.87,2.52,1.95,3.21,93.01,0.44,1.39,10.362502771527556
data_2208,grad25-Mo measure 2 indent 3,2.01,3.25,91.35,0.87,2.52,1.95,3.21,93.01,0.44,1.39,10.357439016026575
data_2209,grad25-Mo measure 2 indent 4,2.01,3.25,91.35,0.87,2.52,1.95,3.21,93.01,0.44,1.39,10.464859639480933
data_2210,grad25-Mo measure 2 indent 5,2.01,3.25,91.35,0.87,2.52,1.95,3.21,93.01,0.44,1.39,10.436778601261825
data_2211,grad25-Mo measure 3 indent 1,2.22,3.73,90.15,0.8,3.1,2.16,3.68,92.04,0.41,1.72,10.719148438488899
data_2212,grad25-Mo measure 3 indent 2,2.22,3.73,90.15,0.8,3.1,2.16,3.68,92.04,0.41,1.72,10.655523548320364
data_2213,grad25-Mo measure 3 indent 3,2.22,3.73,90.15,0.8,3.1,2.16,3.68,92.04,0.41,1.72,10.630010710388246
data_2214,grad25-Mo measure 3 indent 4,2.22,3.73,90.15,0.8,3.1,2.16,3.68,92.04,0.41,1.72,10.437800598783447
data_2215,grad25-Mo measure 3 indent 5,2.22,3.73,90.15,0.8,3.1,2.16,3.68,92.04,0.41,1.72,10.190102468713523
data_2216,grad25-Mo measure 4 indent 1,2.34,4.39,88.29,1.34,3.63,2.29,4.36,90.64,0.69,2.02,11.264470609999176
data_2217,grad25-Mo measure 4 indent 2,2.34,4.39,88.29,1.34,3.63,2.29,4.36,90.64,0.69,2.02,10.39041713298336
data_2218,grad25-Mo measure 4 indent 3,2.34,4.39,88.29,1.34,3.63,2.29,4.36,90.64,0.69,2.02,10.270980100522463
data_2219,grad25-Mo measure 4 indent 4,2.34,4.39,88.29,1.34,3.63,2.29,4.36,90.64,0.69,2.02,10.749445165202149
data_2220,grad25-Mo measure 4 indent 5,2.34,4.39,88.29,1.34,3.63,2.29,4.36,90.64,0.69,2.02,10.909179519011293
data_2221,grad25-Mo measure 5 indent 1,2.78,4.94,86.28,1.55,4.44,2.73,4.94,89.04,0.8,2.49,9.791697033670632
data_2222,grad25-Mo measure 5 indent 2,2.78,4.94,86.28,1.55,4.44,2.73,4.94,89.04,0.8,2.49,10.837001126683983
data_2223,grad25-Mo measure 5 indent 3,2.78,4.94,86.28,1.55,4.44,2.73,4.94,89.04,0.8,2.49,11.201458872465654
data_2224,grad25-Mo measure 5 indent 4,2.78,4.94,86.28,1.55,4.44,2.73,4.94,89.04,0.8,2.49,10.926841124981397
data_2225,grad25-Mo measure 5 indent 5,2.78,4.94,86.28,1.55,4.44,2.73,4.94,89.04,0.8,2.49,10.664708883486526
data_2226,grad25-Mo measure 6 indent 1,2.88,5.73,83.88,1.91,5.6,2.85,5.77,87.23,0.99,3.16,10.338435564649492
data_2227,grad25-Mo measure 6 indent 2,2.88,5.73,83.88,1.91,5.6,2.85,5.77,87.23,0.99,3.16,12.115882892622727
data_2228,grad25-Mo measure 6 indent 3,2.88,5.73,83.88,1.91,5.6,2.85,5.77,87.23,0.99,3.16,11.148419784066292
data_2229,grad25-Mo measure 6 indent 4,2.88,5.73,83.88,1.91,5.6,2.85,5.77,87.23,0.99,3.16,11.316704932505274
data_2230,grad25-Mo measure 6 indent 5,2.88,5.73,83.88,1.91,5.6,2.85,5.77,87.23,0.99,3.16,10.852641408254975
data_2231,grad25-Mo measure 7 indent 1,3.28,6.51,81.37,2.38,6.45,3.27,6.6,85.22,1.25,3.66,11.478424762153221
data_2233,grad25-Mo measure 7 indent 3,3.28,6.51,81.37,2.38,6.45,3.27,6.6,85.22,1.25,3.66,11.39451314309151
data_2234,grad25-Mo measure 7 indent 4,3.28,6.51,81.37,2.38,6.45,3.27,6.6,85.22,1.25,3.66,11.552602299409466
data_2235,grad25-Mo measure 7 indent 5,3.28,6.51,81.37,2.38,6.45,3.27,6.6,85.22,1.25,3.66,11.751770643669634
