,Indent,Zr_at,Nb_at,Mo_at,Ti_at,Cr_at,Zr_m,Nb_m,Mo_m,Ti_m,Cr_m,E_GPa
data_2017,grad23-Mo measure 9 indent 2,11.42,14.95,73.63,0.0,0.0,10.97,14.63,74.4,0.0,0.0,282.8498041377139
data_2018,grad23-Mo measure 9 indent 3,11.42,14.95,73.63,0.0,0.0,10.97,14.63,74.4,0.0,0.0,268.59935575598536
data_2019,grad23-Mo measure 9 indent 4,11.42,14.95,73.63,0.0,0.0,10.97,14.63,74.4,0.0,0.0,245.2061279538089
data_2020,grad23-Mo measure 9 indent 5,11.42,14.95,73.63,0.0,0.0,10.97,14.63,74.4,0.0,0.0,276.3629354873613
data_2021,grad23-Mo measure 10 indent 1,12.05,17.11,70.84,0.0,0.0,11.59,16.75,71.66,0.0,0.0,254.97094304495243
data_2022,grad23-Mo measure 10 indent 2,12.05,17.11,70.84,0.0,0.0,11.59,16.75,71.66,0.0,0.0,275.5160418752607
data_2023,grad23-Mo measure 10 indent 3,12.05,17.11,70.84,0.0,0.0,11.59,16.75,71.66,0.0,0.0,252.48365869824823
data_2024,grad23-Mo measure 10 indent 4,12.05,17.11,70.84,0.0,0.0,11.59,16.75,71.66,0.0,0.0,283.51192195730283
data_2025,grad23-Mo measure 10 indent 5,12.05,17.11,70.84,0.0,0.0,11.59,16.75,71.66,0.0,0.0,284.2285878378233
data_2026,grad23-Mo measure 11 indent 1,13.62,18.66,67.72,0.0,0.0,13.11,18.3,68.58,0.0,0.0,239.37559745077465
data_2027,grad23-Mo measure 11 indent 2,13.62,18.66,67.72,0.0,0.0,13.11,18.3,68.58,0.0,0.0,277.22480572102734
data_2028,grad23-Mo measure 11 indent 3,13.62,18.66,67.72,0.0,0.0,13.11,18.3,68.58,0.0,0.0,259.7955780166059
data_2029,grad23-Mo measure 11 indent 4,13.62,18.66,67.72,0.0,0.0,13.11,18.3,68.58,0.0,0.0,236.39817527871796
data_2030,grad23-Mo measure 11 indent 5,13.62,18.66,67.72,0.0,0.0,13.11,18.3,68.58,0.0,0.0,237.7554138188252
data_2031,grad23-NbZr measure 1 indent 1,15.31,20.74,63.95,0.0,0.0,14.76,20.37,64.86,0.0,0.0,239.2028657168895
data_2032,grad23-NbZr measure 1 indent 2,15.31,20.74,63.95,0.0,0.0,14.76,20.37,64.86,0.0,0.0,240.77154578462552
data_2033,grad23-NbZr measure 1 indent 3,15.31,20.74,63.95,0.0,0.0,14.76,20.37,64.86,0.0,0.0,249.92797593780202
data_2034,grad23-NbZr measure 1 indent 4,15.31,20.74,63.95,0.0,0.0,14.76,20.37,64.86,0.0,0.0,242.73348804688567
data_2035,grad23-NbZr measure 1 indent 5,15.31,20.74,63.95,0.0,0.0,14.76,20.37,64.86,0.0,0.0,250.42240929972775
data_2036,grad23-NbZr measure 2 indent 1,16.57,22.78,60.65,0.0,0.0,16.0,22.41,61.59,0.0,0.0,226.74226963636679
data_2037,grad23-NbZr measure 2 indent 2,16.57,22.78,60.65,0.0,0.0,16.0,22.41,61.59,0.0,0.0,230.28806585216637
data_2038,grad23-NbZr measure 2 indent 3,16.57,22.78,60.65,0.0,0.0,16.0,22.41,61.59,0.0,0.0,241.6021553706584
data_2039,grad23-NbZr measure 2 indent 4,16.57,22.78,60.65,0.0,0.0,16.0,22.41,61.59,0.0,0.0,225.64200197700757
data_2040,grad23-NbZr measure 2 indent 5,16.57,22.78,60.65,0.0,0.0,16.0,22.41,61.59,0.0,0.0,238.81088285466126
data_2041,grad23-NbZr measure 3 indent 1,18.09,24.98,56.93,0.0,0.0,17.49,24.61,57.9,0.0,0.0,220.23753937749098
data_2042,grad23-NbZr measure 3 indent 2,18.09,24.98,56.93,0.0,0.0,17.49,24.61,57.9,0.0,0.0,231.4194788062916
data_2043,grad23-NbZr measure 3 indent 3,18.09,24.98,56.93,0.0,0.0,17.49,24.61,57.9,0.0,0.0,230.72505624106245
data_2045,grad23-NbZr measure 3 indent 5,18.09,24.98,56.93,0.0,0.0,17.49,24.61,57.9,0.0,0.0,241.42950281812318
data_2046,grad23-NbZr measure 4 indent 1,19.35,27.23,53.42,0.0,0.0,18.74,26.86,54.41,0.0,0.0,216.43016875156448
data_2047,grad23-NbZr measure 4 indent 2,19.35,27.23,53.42,0.0,0.0,18.74,26.86,54.41,0.0,0.0,224.70139774151613
data_2048,grad23-NbZr measure 4 indent 3,19.35,27.23,53.42,0.0,0.0,18.74,26.86,54.41,0.0,0.0,205.01308542934567
data_2049,grad23-NbZr measure 4 indent 4,19.35,27.23,53.42,0.0,0.0,18.74,26.86,54.41,0.0,0.0,212.69675910974672
data_2050,grad23-NbZr measure 4 indent 5,19.35,27.23,53.42,0.0,0.0,18.74,26.86,54.41,0.0,0.0,218.32318559934168
data_2051,grad23-NbZr measure 5 indent 1,20.84,29.74,49.43,0.0,0.0,20.21,29.37,50.42,0.0,0.0,209.18868070040205
data_2052,grad23-NbZr measure 5 indent 2,20.84,29.74,49.43,0.0,0.0,20.21,29.37,50.42,0.0,0.0,201.83189475512307
data_2053,grad23-NbZr measure 5 indent 3,20.84,29.74,49.43,0.0,0.0,20.21,29.37,50.42,0.0,0.0,199.7664383443462
data_2054,grad23-NbZr measure 5 indent 4,20.84,29.74,49.43,0.0,0.0,20.21,29.37,50.42,0.0,0.0,207.22727782814803
data_2055,grad23-NbZr measure 5 indent 5,20.84,29.74,49.43,0.0,0.0,20.21,29.37,50.42,0.0,0.0,207.24160470815883
data_2056,grad23-NbZr measure 6 indent 1,22.38,32.76,44.86,0.0,0.0,21.74,32.42,45.84,0.0,0.0,196.11541047129998
data_2057,grad23-NbZr measure 6 indent 2,22.38,32.76,44.86,0.0,0.0,21.74,32.42,45.84,0.0,0.0,188.97441121951726
data_2058,grad23-NbZr measure 6 indent 3,22.38,32.76,44.86,0.0,0.0,21.74,32.42,45.84,0.0,0.0,189.35094582006303
data_2059,grad23-NbZr measure 6 indent 4,22.38,32.76,44.86,0.0,0.0,21.74,32.42,45.84,0.0,0.0,188.04219094368324
data_2060,grad23-NbZr measure 6 indent 5,22.38,32.76,44.86,0.0,0.0,21.74,32.42,45.84,0.0,0.0,195.8872779445997
data_2061,grad23-NbZr measure 7 indent 1,23.83,35.31,40.86,0.0,0.0,23.19,34.99,41.82,0.0,0.0,175.4981116729056
data_2062,grad23-NbZr measure 7 indent 2,23.83,35.31,40.86,0.0,0.0,23.19,34.99,41.82,0.0,0.0,198.48018543878626
data_2063,grad23-NbZr measure 7 indent 3,23.83,35.31,40.86,0.0,0.0,23.19,34.99,41.82,0.0,0.0,195.9172580280653
data_2064,grad23-NbZr measure 7 indent 4,23.83,35.31,40.86,0.0,0.0,23.19,34.99,41.82,0.0,0.0,180.63263283730527
data_2065,grad23-NbZr measure 7 indent 5,23.83,35.31,40.86,0.0,0.0,23.19,34.99,41.82,0.0,0.0,185.79318332114266
data_2066,grad23-NbZr measure 8 indent 1,25.68,38.25,36.07,0.0,0.0,25.04,37.98,36.98,0.0,0.0,171.00695858841016
data_2067,grad23-NbZr measure 8 indent 2,25.68,38.25,36.07,0.0,0.0,25.04,37.98,36.98,0.0,0.0,183.8306427209365
data_2068,grad23-NbZr measure 8 indent 3,25.68,38.25,36.07,0.0,0.0,25.04,37.98,36.98,0.0,0.0,178.64617735305663
data_2069,grad23-NbZr measure 8 indent 4,25.68,38.25,36.07,0.0,0.0,25.04,37.98,36.98,0.0,0.0,182.44989656998283
data_2070,grad23-NbZr measure 8 indent 5,25.68,38.25,36.07,0.0,0.0,25.04,37.98,36.98,0.0,0.0,177.32872871462496
data_2071,grad23-NbZr measure 9 indent 1,27.62,41.59,30.79,0.0,0.0,26.98,41.38,31.64,0.0,0.0,176.09253799775126
data_2072,grad23-NbZr measure 9 indent 2,27.62,41.59,30.79,0.0,0.0,26.98,41.38,31.64,0.0,0.0,177.28890246668783
data_2073,grad23-NbZr measure 9 indent 3,27.62,41.59,30.79,0.0,0.0,26.98,41.38,31.64,0.0,0.0,171.84597141686535
data_2074,grad23-NbZr measure 9 indent 4,27.62,41.59,30.79,0.0,0.0,26.98,41.38,31.64,0.0,0.0,178.22828624805757
data_2075,grad23-NbZr measure 9 indent 5,27.62,41.59,30.79,0.0,0.0,26.98,41.38,31.64,0.0,0.0,168.35438968282065
data_2076,grad23-NbZr measure 10 indent 1,29.15,44.77,26.09,0.0,0.0,28.52,44.62,26.85,0.0,0.0,159.66858709004453
data_2077,grad23-NbZr measure 10 indent 2,29.15,44.77,26.09,0.0,0.0,28.52,44.62,26.85,0.0,0.0,163.31640228977125
data_2078,grad23-NbZr measure 10 indent 3,29.15,44.77,26.09,0.0,0.0,28.52,44.62,26.85,0.0,0.0,164.62014728742773
data_2079,grad23-NbZr measure 10 indent 4,29.15,44.77,26.09,0.0,0.0,28.52,44.62,26.85,0.0,0.0,162.58880196222606
data_2080,grad23-NbZr measure 10 indent 5,29.15,44.77,26.09,0.0,0.0,28.52,44.62,26.85,0.0,0.0,154.77226387045954
data_2081,grad23-NbZr measure 11 indent 1,30.92,46.88,22.2,0.0,0.0,30.31,46.8,22.89,0.0,0.0,171.9049204904354
data_2082,grad23-NbZr measure 11 indent 2,30.92,46.88,22.2,0.0,0.0,30.31,46.8,22.89,0.0,0.0,158.00797679579074
data_2083,grad23-NbZr measure 11 indent 3,30.92,46.88,22.2,0.0,0.0,30.31,46.8,22.89,0.0,0.0,152.5494261682827
data_2084,grad23-NbZr measure 11 indent 4,30.92,46.88,22.2,0.0,0.0,30.31,46.8,22.89,0.0,0.0,151.4132156972946
data_2085,grad23-NbZr measure 11 indent 5,30.92,46.88,22.2,0.0,0.0,30.31,46.8,22.89,0.0,0.0,145.3536354940846
data_2086,grad23-NbZr measure 12 indent 1,32.32,48.99,18.68,0.0,0.0,31.73,48.98,19.29,0.0,0.0,142.80331659005037
data_2087,grad23-NbZr measure 12 indent 2,32.32,48.99,18.68,0.0,0.0,31.73,48.98,19.29,0.0,0.0,155.28254436206365
data_2088,grad23-NbZr measure 12 indent 3,32.32,48.99,18.68,0.0,0.0,31.73,48.98,19.29,0.0,0.0,138.45774357639934
data_2089,grad23-NbZr measure 12 indent 4,32.32,48.99,18.68,0.0,0.0,31.73,48.98,19.29,0.0,0.0,142.44765640999844
data_2090,grad23-NbZr measure 12 indent 5,32.32,48.99,18.68,0.0,0.0,31.73,48.98,19.29,0.0,0.0,148.95068559178537
data_2091,grad24-Mo measure 1 indent 1,0.0,0.0,92.07,2.36,5.57,0.0,0.0,95.64,1.22,3.14,334.73495244470166
data_2092,grad24-Mo measure 1 indent 2,0.0,0.0,92.07,2.36,5.57,0.0,0.0,95.64,1.22,3.14,328.95464572641345
data_2093,grad24-Mo measure 1 indent 3,0.0,0.0,92.07,2.36,5.57,0.0,0.0,95.64,1.22,3.14,313.5654933085052
data_2094,grad24-Mo measure 1 indent 4,0.0,0.0,92.07,2.36,5.57,0.0,0.0,95.64,1.22,3.14,311.6576860055901
data_2095,grad24-Mo measure 1 indent 5,0.0,0.0,92.07,2.36,5.57,0.0,0.0,95.64,1.22,3.14,324.6135369569334
data_2096,grad24-Mo measure 2 indent 1,0.0,0.0,92.01,1.63,6.36,0.0,0.0,95.57,0.85,3.58,328.9920827034029
data_2097,grad24-Mo measure 2 indent 2,0.0,0.0,92.01,1.63,6.36,0.0,0.0,95.57,0.85,3.58,332.33234536785073
data_2098,grad24-Mo measure 2 indent 3,0.0,0.0,92.01,1.63,6.36,0.0,0.0,95.57,0.85,3.58,319.5115971546561
data_2099,grad24-Mo measure 2 indent 4,0.0,0.0,92.01,1.63,6.36,0.0,0.0,95.57,0.85,3.58,332.71746701356017
data_2100,grad24-Mo measure 2 indent 5,0.0,0.0,92.01,1.63,6.36,0.0,0.0,95.57,0.85,3.58,321.6742705827711
data_2101,grad24-Mo measure 3 indent 1,0.0,0.0,88.66,2.98,8.36,0.0,0.0,93.64,1.57,4.79,351.9416613499591
data_2102,grad24-Mo measure 3 indent 2,0.0,0.0,88.66,2.98,8.36,0.0,0.0,93.64,1.57,4.79,354.6752907743963
data_2103,grad24-Mo measure 3 indent 3,0.0,0.0,88.66,2.98,8.36,0.0,0.0,93.64,1.57,4.79,343.7166888838967
data_2104,grad24-Mo measure 3 indent 4,0.0,0.0,88.66,2.98,8.36,0.0,0.0,93.64,1.57,4.79,341.4784807671058
data_2106,grad24-Mo measure 4 indent 1,0.0,0.0,87.56,2.95,9.48,0.0,0.0,92.98,1.56,5.46,333.74814870968925
data_2107,grad24-Mo measure 4 indent 2,0.0,0.0,87.56,2.95,9.48,0.0,0.0,92.98,1.56,5.46,332.02566683754173
data_2108,grad24-Mo measure 4 indent 3,0.0,0.0,87.56,2.95,9.48,0.0,0.0,92.98,1.56,5.46,320.8567646581822
data_2109,grad24-Mo measure 4 indent 4,0.0,0.0,87.56,2.95,9.48,0.0,0.0,92.98,1.56,5.46,330.15668382239534
data_2110,grad24-Mo measure 4 indent 5,0.0,0.0,87.56,2.95,9.48,0.0,0.0,92.98,1.56,5.46,335.8506087670725
data_2111,grad24-Mo measure 5 indent 1,0.0,0.0,85.71,3.63,10.67,0.0,0.0,91.86,1.94,6.2,326.48177424120814
data_2112,grad24-Mo measure 5 indent 2,0.0,0.0,85.71,3.63,10.67,0.0,0.0,91.86,1.94,6.2,332.72045679669566
data_2113,grad24-Mo measure 5 indent 3,0.0,0.0,85.71,3.63,10.67,0.0,0.0,91.86,1.94,6.2,335.6775112129214
data_2114,grad24-Mo measure 5 indent 4,0.0,0.0,85.71,3.63,10.67,0.0,0.0,91.86,1.94,6.2,345.3740580693483
data_2115,grad24-Mo measure 5 indent 5,0.0,0.0,85.71,3.63,10.67,0.0,0.0,91.86,1.94,6.2,354.7186253876463
data_2116,grad24-Mo measure 6 indent 1,0.0,0.0,84.15,3.89,11.96,0.0,0.0,90.9,2.1,7.0,331.25101412142504
data_2117,grad24-Mo measure 6 indent 2,0.0,0.0,84.15,3.89,11.96,0.0,0.0,90.9,2.1,7.0,314.29116677107356
data_2118,grad24-Mo measure 6 indent 3,0.0,0.0,84.15,3.89,11.96,0.0,0.0,90.9,2.1,7.0,314.38301495424145
data_2119,grad24-Mo measure 6 indent 4,0.0,0.0,84.15,3.89,11.96,0.0,0.0,90.9,2.1,7.0,359.1814077252517
data_2120,grad24-Mo measure 6 indent 5,0.0,0.0,84.15,3.89,11.96,0.0,0.0,90.9,2.1,7.0,330.8582036071713
data_2121,grad24-Mo measure 7 indent 1,0.0,0.0,82.3,4.38,13.32,0.0,0.0,89.74,2.38,7.87,317.8807809053325
data_2122,grad24-Mo measure 7 indent 2,0.0,0.0,82.3,4.38,13.32,0.0,0.0,89.74,2.38,7.87,326.49556548872783
data_2123,grad24-Mo measure 7 indent 3,0.0,0.0,82.3,4.38,13.32,0.0,0.0,89.74,2.38,7.87,336.0309349025663
data_2124,grad24-Mo measure 7 indent 4,0.0,0.0,82.3,4.38,13.32,0.0,0.0,89.74,2.38,7.87,341.819492542776
data_2125,grad24-Mo measure 7 indent 5,0.0,0.0,82.3,4.38,13.32,0.0,0.0,89.74,2.38,7.87,326.367421286021
data_2126,grad24-Mo measure 8 indent 1,0.0,0.0,80.52,4.86,14.62,0.0,0.0,88.61,2.67,8.72,331.3805116977906
data_2127,grad24-Mo measure 8 indent 2,0.0,0.0,80.52,4.86,14.62,0.0,0.0,88.61,2.67,8.72,333.5037849899422
data_2128,grad24-Mo measure 8 indent 3,0.0,0.0,80.52,4.86,14.62,0.0,0.0,88.61,2.67,8.72,339.74582329564896
data_2130,grad24-Mo measure 8 indent 5,0.0,0.0,80.52,4.86,14.62,0.0,0.0,88.61,2.67,8.72,336.3548649609295
data_2131,grad24-Mo measure 9 indent 1,0.0,0.0,78.45,5.58,15.98,0.0,0.0,87.27,3.1,9.63,338.0406308121249
data_2132,grad24-Mo measure 9 indent 2,0.0,0.0,78.45,5.58,15.98,0.0,0.0,87.27,3.1,9.63,321.57516672760687
data_2133,grad24-Mo measure 9 indent 3,0.0,0.0,78.45,5.58,15.98,0.0,0.0,87.27,3.1,9.63,330.56680956009205
data_2134,grad24-Mo measure 9 indent 4,0.0,0.0,78.45,5.58,15.98,0.0,0.0,87.27,3.1,9.63,311.57114305232284
data_2135,grad24-Mo measure 9 indent 5,0.0,0.0,78.45,5.58,15.98,0.0,0.0,87.27,3.1,9.63,354.32077693066844
data_2136,grad24-Mo measure 10 indent 1,0.0,0.0,71.05,10.25,18.7,0.0,0.0,82.33,5.93,11.74,304.0683220015755
data_2137,grad24-Mo measure 10 indent 2,0.0,0.0,71.05,10.25,18.7,0.0,0.0,82.33,5.93,11.74,288.0600873758216
data_2138,grad24-Mo measure 10 indent 3,0.0,0.0,71.05,10.25,18.7,0.0,0.0,82.33,5.93,11.74,313.75535715008937
data_2139,grad24-Mo measure 10 indent 4,0.0,0.0,71.05,10.25,18.7,0.0,0.0,82.33,5.93,11.74,297.2366008001891
data_2140,grad24-Mo measure 10 indent 5,0.0,0.0,71.05,10.25,18.7,0.0,0.0,82.33,5.93,11.74,307.49246621564134
data_2141,grad24-Mo measure 11 indent 1,0.0,0.0,69.11,11.35,19.54,0.0,0.0,80.96,6.64,12.41,312.28913911981294
data_2142,grad24-Mo measure 11 indent 2,0.0,0.0,69.11,11.35,19.54,0.0,0.0,80.96,6.64,12.41,334.8350084336603
data_2143,grad24-Mo measure 11 indent 3,0.0,0.0,69.11,11.35,19.54,0.0,0.0,80.96,6.64,12.41,302.44293069279996
data_2144,grad24-Mo measure 11 indent 4,0.0,0.0,69.11,11.35,19.54,0.0,0.0,80.96,6.64,12.41,290.6607450146842
data_2145,grad24-Mo measure 11 indent 5,0.0,0.0,69.11,11.35,19.54,0.0,0.0,80.96,6.64,12.41,325.75472227588284
data_2146,grad24-TiCr measure 1 indent 1,0.0,0.0,67.24,12.35,20.4,0.0,0.0,79.61,7.3,13.09,305.43332008713253
data_2147,grad24-TiCr measure 1 indent 2,0.0,0.0,67.24,12.35,20.4,0.0,0.0,79.61,7.3,13.09,313.4280771645524
data_2149,grad24-TiCr measure 1 indent 4,0.0,0.0,67.24,12.35,20.4,0.0,0.0,79.61,7.3,13.09,313.5315318332362
data_2150,grad24-TiCr measure 1 indent 5,0.0,0.0,67.24,12.35,20.4,0.0,0.0,79.61,7.3,13.09,323.8516713169927
data_2151,grad24-TiCr measure 2 indent 1,0.0,0.0,65.33,13.4,21.27,0.0,0.0,78.2,8.01,13.8,284.9718744229733
data_2152,grad24-TiCr measure 2 indent 2,0.0,0.0,65.33,13.4,21.27,0.0,0.0,78.2,8.01,13.8,280.8595767813859
data_2153,grad24-TiCr measure 2 indent 3,0.0,0.0,65.33,13.4,21.27,0.0,0.0,78.2,8.01,13.8,297.5866608683562
data_2154,grad24-TiCr measure 2 indent 4,0.0,0.0,65.33,13.4,21.27,0.0,0.0,78.2,8.01,13.8,341.4599405077273
data_2155,grad24-TiCr measure 2 indent 5,0.0,0.0,65.33,13.4,21.27,0.0,0.0,78.2,8.01,13.8,314.59017368798084
data_2156,grad24-TiCr measure 3 indent 1,0.0,0.0,62.87,15.09,22.04,0.0,0.0,76.35,9.15,14.51,317.3751352732527
data_2157,grad24-TiCr measure 3 indent 2,0.0,0.0,62.87,15.09,22.04,0.0,0.0,76.35,9.15,14.51,290.97862198324225
data_2158,grad24-TiCr measure 3 indent 3,0.0,0.0,62.87,15.09,22.04,0.0,0.0,76.35,9.15,14.51,298.2160898243093
data_2159,grad24-TiCr measure 3 indent 4,0.0,0.0,62.87,15.09,22.04,0.0,0.0,76.35,9.15,14.51,285.8337145732262
data_2160,grad24-TiCr measure 3 indent 5,0.0,0.0,62.87,15.09,22.04,0.0,0.0,76.35,9.15,14.51,327.20018398740217
data_2162,grad24-TiCr measure 4 indent 2,0.0,0.0,61.54,15.88,22.58,0.0,0.0,75.32,9.7,14.98,314.5771147474509
data_2163,grad24-TiCr measure 4 indent 3,0.0,0.0,61.54,15.88,22.58,0.0,0.0,75.32,9.7,14.98,319.9795624424223
data_2164,grad24-TiCr measure 4 indent 4,0.0,0.0,61.54,15.88,22.58,0.0,0.0,75.32,9.7,14.98,327.03731374729
data_2165,grad24-TiCr measure 4 indent 5,0.0,0.0,61.54,15.88,22.58,0.0,0.0,75.32,9.7,14.98,308.01394665756305
data_2166,grad24-TiCr measure 5 indent 1,0.0,0.0,59.95,16.82,23.24,0.0,0.0,74.07,10.37,15.56,295.17210653645003
data_2167,grad24-TiCr measure 5 indent 2,0.0,0.0,59.95,16.82,23.24,0.0,0.0,74.07,10.37,15.56,311.4238470051199
data_2168,grad24-TiCr measure 5 indent 3,0.0,0.0,59.95,16.82,23.24,0.0,0.0,74.07,10.37,15.56,329.007924931734
data_2169,grad24-TiCr measure 5 indent 4,0.0,0.0,59.95,16.82,23.24,0.0,0.0,74.07,10.37,15.56,306.20699051339193
data_2170,grad24-TiCr measure 5 indent 5,0.0,0.0,59.95,16.82,23.24,0.0,0.0,74.07,10.37,15.56,312.6903299731406
data_2171,grad24-TiCr measure 6 indent 1,0.0,0.0,57.92,17.64,24.43,0.0,0.0,72.43,11.01,16.56,310.5391248143284
data_2172,grad24-TiCr measure 6 indent 2,0.0,0.0,57.92,17.64,24.43,0.0,0.0,72.43,11.01,16.56,312.0483577130673
data_2173,grad24-TiCr measure 6 indent 3,0.0,0.0,57.92,17.64,24.43,0.0,0.0,72.43,11.01,16.56,296.85766960766256
data_2174,grad24-TiCr measure 6 indent 4,0.0,0.0,57.92,17.64,24.43,0.0,0.0,72.43,11.01,16.56,306.23543372478963
data_2175,grad24-TiCr measure 6 indent 5,0.0,0.0,57.92,17.64,24.43,0.0,0.0,72.43,11.01,16.56,290.7386270790871
data_2176,grad24-TiCr measure 7 indent 1,0.0,0.0,52.66,19.48,27.86,0.0,0.0,67.96,12.55,19.49,284.723323298173
data_2177,grad24-TiCr measure 7 indent 2,0.0,0.0,52.66,19.48,27.86,0.0,0.0,67.96,12.55,19.49,298.13666742737286
data_2178,grad24-TiCr measure 7 indent 3,0.0,0.0,52.66,19.48,27.86,0.0,0.0,67.96,12.55,19.49,296.5599052914563
data_2179,grad24-TiCr measure 7 indent 4,0.0,0.0,52.66,19.48,27.86,0.0,0.0,67.96,12.55,19.49,296.33447930120934
data_2180,grad24-TiCr measure 7 indent 5,0.0,0.0,52.66,19.48,27.86,0.0,0.0,67.96,12.55,19.49,305.83463791508177
data_2181,grad24-TiCr measure 8 indent 1,0.0,0.0,46.55,21.73,31.72,0.0,0.0,62.41,14.54,23.05,291.64907335261796
data_2182,grad24-TiCr measure 8 indent 2,0.0,0.0,46.55,21.73,31.72,0.0,0.0,62.41,14.54,23.05,307.99162925256877
data_2183,grad24-TiCr measure 8 indent 3,0.0,0.0,46.55,21.73,31.72,0.0,0.0,62.41,14.54,23.05,290.5929093229477
data_2184,grad24-TiCr measure 8 indent 4,0.0,0.0,46.55,21.73,31.72,0.0,0.0,62.41,14.54,23.05,308.8794807050203
data_2185,grad24-TiCr measure 8 indent 5,0.0,0.0,46.55,21.73,31.72,0.0,0.0,62.41,14.54,23.05,280.6167348469464
data_2186,grad24-TiCr measure 9 indent 1,0.0,0.0,40.03,23.66,36.31,0.0,0.0,55.97,16.51,27.52,309.4195708272059
data_2187,grad24-TiCr measure 9 indent 2,0.0,0.0,40.03,23.66,36.31,0.0,0.0,55.97,16.51,27.52,433.5702962526022
data_2188,grad24-TiCr measure 9 indent 3,0.0,0.0,40.03,23.66,36.31,0.0,0.0,55.97,16.51,27.52,123.87265813272668
data_2189,grad24-TiCr measure 9 indent 4,0.0,0.0,40.03,23.66,36.31,0.0,0.0,55.97,16.51,27.52,272.5528936318974
data_2190,grad24-TiCr measure 9 indent 5,0.0,0.0,40.03,23.66,36.31,0.0,0.0,55.97,16.51,27.52,286.4924151180203
data_2191,grad24-TiCr measure 10 indent 1,0.0,0.0,31.5,25.42,43.08,0.0,0.0,46.63,18.79,34.57,273.24114356971074
data_2192,grad24-TiCr measure 10 indent 2,0.0,0.0,31.5,25.42,43.08,0.0,0.0,46.63,18.79,34.57,278.1773024640144
data_2193,grad24-TiCr measure 10 indent 3,0.0,0.0,31.5,25.42,43.08,0.0,0.0,46.63,18.79,34.57,260.8677033908643
data_2194,grad24-TiCr measure 10 indent 4,0.0,0.0,31.5,25.42,43.08,0.0,0.0,46.63,18.79,34.57,272.92716317820526
data_2195,grad24-TiCr measure 10 indent 5,0.0,0.0,31.5,25.42,43.08,0.0,0.0,46.63,18.79,34.57,264.2060900649961
data_2197,grad24-TiCr measure 11 indent 2,0.0,0.0,24.97,26.51,48.52,0.0,0.0,38.71,20.52,40.77,281.6301522752166
data_2198,grad24-TiCr measure 11 indent 3,0.0,0.0,24.97,26.51,48.52,0.0,0.0,38.71,20.52,40.77,271.9914170220717
data_2199,grad24-TiCr measure 11 indent 4,0.0,0.0,24.97,26.51,48.52,0.0,0.0,38.71,20.52,40.77,241.73193669068533
data_2200,grad24-TiCr measure 11 indent 5,0.0,0.0,24.97,26.51,48.52,0.0,0.0,38.71,20.52,40.77,251.8522449230955
data_2201,grad25-Mo measure 1 indent 1,2.01,2.72,92.57,0.62,2.08,1.94,2.68,93.93,0.31,1.15,345.44753009929275
data_2202,grad25-Mo measure 1 indent 2,2.01,2.72,92.57,0.62,2.08,1.94,2.68,93.93,0.31,1.15,328.93707923138675
data_2203,grad25-Mo measure 1 indent 3,2.01,2.72,92.57,0.62,2.08,1.94,2.68,93.93,0.31,1.15,324.6009598394849
data_2204,grad25-Mo measure 1 indent 4,2.01,2.72,92.57,0.62,2.08,1.94,2.68,93.93,0.31,1.15,337.6231941157815
data_2205,grad25-Mo measure 1 indent 5,2.01,2.72,92.57,0.62,2.08,1.94,2.68,93.93,0.31,1.15,343.70578338055896
data_2206,grad25-Mo measure 2 indent 1,2.01,3.25,91.35,0.87,2.52,1.95,3.21,93.01,0.44,1.39,336.150594972127
data_2207,grad25-Mo measure 2 indent 2,2.01,3.25,91.35,0.87,2.52,1.95,3.21,93.01,0.44,1.39,328.6145123350968
data_2208,grad25-Mo measure 2 indent 3,2.01,3.25,91.35,0.87,2.52,1.95,3.21,93.01,0.44,1.39,323.72480071556276
data_2209,grad25-Mo measure 2 indent 4,2.01,3.25,91.35,0.87,2.52,1.95,3.21,93.01,0.44,1.39,312.3520306931486
data_2210,grad25-Mo measure 2 indent 5,2.01,3.25,91.35,0.87,2.52,1.95,3.21,93.01,0.44,1.39,331.08330475521177
data_2211,grad25-Mo measure 3 indent 1,2.22,3.73,90.15,0.8,3.1,2.16,3.68,92.04,0.41,1.72,324.0004158444176
data_2212,grad25-Mo measure 3 indent 2,2.22,3.73,90.15,0.8,3.1,2.16,3.68,92.04,0.41,1.72,324.0015715502895
data_2213,grad25-Mo measure 3 indent 3,2.22,3.73,90.15,0.8,3.1,2.16,3.68,92.04,0.41,1.72,329.1850200246133
data_2214,grad25-Mo measure 3 indent 4,2.22,3.73,90.15,0.8,3.1,2.16,3.68,92.04,0.41,1.72,336.27867257419115
data_2215,grad25-Mo measure 3 indent 5,2.22,3.73,90.15,0.8,3.1,2.16,3.68,92.04,0.41,1.72,318.66934973907456
data_2216,grad25-Mo measure 4 indent 1,2.34,4.39,88.29,1.34,3.63,2.29,4.36,90.64,0.69,2.02,313.73863739481556
data_2217,grad25-Mo measure 4 indent 2,2.34,4.39,88.29,1.34,3.63,2.29,4.36,90.64,0.69,2.02,327.6435895495149
data_2218,grad25-Mo measure 4 indent 3,2.34,4.39,88.29,1.34,3.63,2.29,4.36,90.64,0.69,2.02,315.4080599224311
data_2219,grad25-Mo measure 4 indent 4,2.34,4.39,88.29,1.34,3.63,2.29,4.36,90.64,0.69,2.02,303.69063361377533
